과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,1663138000
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0
,,비법정이전수입,비법정이전수입,0
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,0
,,교육경비보조금,교육경비보조금,0
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,0
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,6190000
,,교육비특별회계전입금수입,교육비특별회계전입금수입,6190000
,,,사립학교보조금수입,6190000
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,1656948000
,,사학법인이전수입,사학법인이전수입,1656948000
,,,법인법정부담금,497940000
,,,법인이전수입,1159008000
,,학교회계간이전수입,학교회계간이전수입,0
,,,학교발전기금전입금,0
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,0
,,,기타공공지원금,0
자체수입,자체수입,자체수입,자체수입,8943521000
,학부모부담수입,학부모부담수입,학부모부담수입,8746871000
,,등록금,등록금,6604289000
,,,입학금,16254000
,,,수업료,5311805000
,,,학교운영지원비,1276230000
,,수익자부담수입,수익자부담수입,2142582000
,,,급식비,602108000
,,,방과후학교활동비,46000000
,,,현장체험학습비,0
,,,청소년단체활동비,0
,,,졸업앨범비,18144000
,,,교과서비,112300000
,,,기숙사비,1323000000
,,,기타수익자부담수입,10710000
,,,누리과정비,0
,,,교복구입비,30320000
,,,운동부운영비,0
,,,돌봄활동운영비,0
,행정활동수입,행정활동수입,행정활동수입,196650000
,,사용료및수수료,사용료및수수료,176550000
,,,사용료및수수료,176550000
,,자산수입,자산수입,300000
,,,자산매각대,300000
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,19800000
,,,지난년도수입,0
,,,이자수입,13500000
,,,기타행정활동수입,6300000
기타수입,기타수입,기타수입,기타수입,70000000
,전년도이월금,전년도이월금,전년도이월금,70000000
,,순세계잉여금,순세계잉여금,70000000
,,,순세계잉여금,70000000
,,정산대상재원사용잔액,정산대상재원사용잔액,0
,,,정산대상재원사용잔액,0
,,이월금,이월금,0
,,,이월사업비,0
세입합계,세입합계,세입합계,세입합계,10676659000
