과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,8519550800
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,393187400
,,비법정이전수입,비법정이전수입,260820400
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,260820400
,,교육경비보조금,교육경비보조금,132367000
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,132367000
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,8084763400
,,교육비특별회계전입금수입,교육비특별회계전입금수입,8084763400
,,,사립학교보조금수입,8084763400
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,41600000
,,사학법인이전수입,사학법인이전수입,5000000
,,,법인법정부담금,5000000
,,,법인이전수입,0
,,학교회계간이전수입,학교회계간이전수입,34000000
,,,학교발전기금전입금,34000000
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,2600000
,,,기타공공지원금,2600000
자체수입,자체수입,자체수입,자체수입,522620890
,학부모부담수입,학부모부담수입,학부모부담수입,505290640
,,등록금,등록금,0
,,,입학금,0
,,,수업료,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,505290640
,,,급식비,392508700
,,,방과후학교활동비,4399200
,,,현장체험학습비,35528040
,,,청소년단체활동비,0
,,,졸업앨범비,16634700
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,6720000
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,49500000
,,,돌봄활동운영비,0
,행정활동수입,행정활동수입,행정활동수입,17330250
,,사용료및수수료,사용료및수수료,350500
,,,사용료및수수료,350500
,,자산수입,자산수입,0
,,,자산매각대,0
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,16979750
,,,지난년도수입,0
,,,이자수입,10137850
,,,기타행정활동수입,6841900
기타수입,기타수입,기타수입,기타수입,203450212
,전년도이월금,전년도이월금,전년도이월금,203450212
,,순세계잉여금,순세계잉여금,13170222
,,,순세계잉여금,13170222
,,정산대상재원사용잔액,정산대상재원사용잔액,0
,,,정산대상재원사용잔액,0
,,이월금,이월금,190279990
,,,이월사업비,190279990
세입합계,세입합계,세입합계,세입합계,9245621902
