과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,2672005790
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,9200000
,,비법정이전수입,비법정이전수입,0
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,0
,,교육경비보조금,교육경비보조금,9200000
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,9200000
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,2662805790
,,교육비특별회계전입금수입,교육비특별회계전입금수입,2662805790
,,,교육비특별회계전입금,2662805790
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,0
,,학교회계간이전수입,학교회계간이전수입,0
,,,학교발전기금전입금,0
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,0
,,,기타공공지원금,0
자체수입,자체수입,자체수입,자체수입,490934145
,학부모부담수입,학부모부담수입,학부모부담수입,473862200
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,473862200
,,,급식비,48545810
,,,방과후학교활동비,347380730
,,,현장체험학습비,14850980
,,,청소년단체활동비,0
,,,졸업앨범비,9016150
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,0
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,18510340
,,,돌봄활동운영비,35558190
,행정활동수입,행정활동수입,행정활동수입,17071945
,,사용료및수수료,사용료및수수료,8756000
,,,사용료및수수료,8756000
,,자산수입,자산수입,2216400
,,,자산매각대,2216400
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,6099545
,,,지난년도수입,0
,,,이자수입,3546629
,,,기타행정활동수입,2552916
기타수입,기타수입,기타수입,기타수입,618132
,전년도이월금,전년도이월금,전년도이월금,618132
,,순세계잉여금,순세계잉여금,618132
,,,순세계잉여금,618132
,,정산대상재원사용잔액,정산대상재원사용잔액,0
,,,정산대상재원사용잔액,0
,,이월금,이월금,0
,,,이월사업비,0
세입합계,세입합계,세입합계,세입합계,3163558067
