과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,2378432720
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0
,,비법정이전수입,비법정이전수입,0
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,0
,,교육경비보조금,교육경비보조금,0
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,2363432720
,,교육비특별회계전입금수입,교육비특별회계전입금수입,2363432720
,,,교육비특별회계전입금,2363432720
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,15000000
,,학교회계간이전수입,학교회계간이전수입,8000000
,,,학교발전기금전입금,8000000
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,7000000
,,,기타공공지원금,7000000
자체수입,자체수입,자체수입,자체수입,303986130
,학부모부담수입,학부모부담수입,학부모부담수입,294789210
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,294789210
,,,급식비,44749280
,,,방과후학교활동비,213198850
,,,현장체험학습비,11547900
,,,청소년단체활동비,4922900
,,,졸업앨범비,12008900
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,1622300
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,6739080
,행정활동수입,행정활동수입,행정활동수입,9196920
,,사용료및수수료,사용료및수수료,1262390
,,,사용료및수수료,1262390
,,자산수입,자산수입,1011000
,,,자산매각대,1011000
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,6923530
,,,지난년도수입,0
,,,이자수입,4612900
,,,기타행정활동수입,2310630
기타수입,기타수입,기타수입,기타수입,420350
,전년도이월금,전년도이월금,전년도이월금,420350
,,순세계잉여금,순세계잉여금,420350
,,,순세계잉여금,420350
,,정산대상재원사용잔액,정산대상재원사용잔액,0
,,,정산대상재원사용잔액,0
,,이월금,이월금,0
,,,이월사업비,0
세입합계,세입합계,세입합계,세입합계,2682839200
