뉴스 식별자,일자,언론사,제목,특성추출(가중치순 상위 50개),URL,대분류,중분류,소분류,세부항목 예시,뉴스 일반 표현,유사도
1101001.202202041,20220204,한겨레,정부 다문화 아동 청소년에게 기초학습 지원한다,다문화 학령기 정영애 김부겸 한국어 한국 결혼이민자 취학률 이민자 중도입국,http://www.hani.co.kr/arti/society/rights/1029785.html,학생복지/교육격차해소,교육격차해소,기타교육격차해소지원,다문화가정지원,"다문화가정 학생 지원, 다문화 교육 정책, 중도입국 학생",0.808148980140686
1100401.20220205,20220205,동아일보,코딩 SW 교육 컴퓨터 켜는 것부터 새로 가르쳐,학생들 중학교 전북 스마트폰 정보교사 고등학교 ict 경북 중고교,https://www.donga.com/news/article/all/20220205/111584378/1,기본적교육활동,교과활동,정보교과활동,코딩교육활동,"정보 수업, 코딩 교육, 소프트웨어 교육, 디지털 리터러시",0.799771249294281
1100611.20220207,20220207,서울신문,신속 PCR 항원 검사 보건소 학교 중심 주기적 다중 검사로,교육감 교육부 오미크론 보건소 서울 조희연 서울대 교직원 코로나19 운영안 부총리 유은혜 pcr 미접종 검사로,http://www.seoul.co.kr/news/newsView.php?id=20220207009013,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7966541051864624
1100751.202202241,20220224,아시아투데이,울산교육청 새 학기 교원 대체인력 확보 지원,인력풀 한시적 시간강사 울산시교육청 확진자 대체인력 이승준 급당 울산 소지자,https://www.asiatoday.co.kr/view.php?key=20220224010013736,인적자원운용,기타교직원보수,교직원대체인건비,교원대체인건비,"기간제 교사, 대체 교사, 출산휴가 교사, 교사 인력난",0.796252429485321
1100301.202202081,20220208,내일신문,다문화가정 학생이라 소개해 속상,다문화 학령기 다문화가족 다문화가족지원센터 설명회 정영애 여가부 한국어교육 백디나 경기도 선생님 안산 지원방안 성장지원사업 청소년들 거리감 친구들 여성가족부 가족부 정책들 취업상담 한국 윤명호,http://www.naeil.com/news_view/?id_art=413429,기본적교육활동,창의적체험활동,봉사활동,다문화가정,"다문화가정 이해교육, 다문화 학생 봉사, 문화다양성 교육, 국제이해 교육",0.7947190403938293
1100751.202202221,20220222,아시아투데이,전남교육청 새학기 코로나19 집중 방역기간 운영,코로나19 전남도교육청 조정자 준비상황 이명남 신속항원검사키트 남악 지원청 각급 아이들 목포혜인여중 교육지원청 목포 첫날 봉사자 목포교육지원청 학년도 정책국장 간부들 교육청 방역체계 관계자 전남교육청 학교 기간,https://www.asiatoday.co.kr/view.php?key=20220222010011527,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7937265038490295
1100301.202202091,20220209,내일신문,너 동아리 뭐야,고등학교 시간date 학생들 학생부 일관성 희망전공 자율동아리 정규동아리 대학입시 배경지식 연관성 준비과정 만큼 유의미 학습시간 시간표 동기간 동아리 선택 학생 자신 전공 학업 대입 배정 생각 학교 활동 모임 탐색 준비 의지 선배,http://www.naeil.com/news_view/?id_art=413455,기본적교육활동,창의적체험활동,동아리활동,동아리활동,"학생 동아리, 창의활동, 자율 동아리 운영, 학교 동아리 지원",0.7871174812316895
1100751.202202241,20220224,아시아투데이,경기도교육청 학교현장 중대산업재해 예방 교육 진행,관리자 설세훈 경기도교육청 김주홍 수원 특수학교 안전문 근로자 최소화 교육청 근무환경 안전문화 안전보건관리체계 책임자 교육행정실장 교육감 온라인 처벌법 재해처벌법 교육 학교,https://www.asiatoday.co.kr/view.php?key=20220224010013386,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,산업안전보건관리,"학교 산업안전, 작업장 안전, 산업안전 교육, 교직원 안전관리",0.7817956209182739
1100501.202202031,20220203,문화일보,정부 기업 지속가능한 근무체계 찾아라 감염자 차단 비상,재택근무 오미크론 코로나19 자가진단키트 진단키트 교육부 분주 감염자 진단검사 구성원 조직장 구성원들 이정우 박정경 농림축산식품부 신속항원검사진단키트 유전자 교육청,http://www.munhwa.com/news/view.html?no=2022020301070303022001,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7809734344482422
1100611.202202221,20220222,서울신문,정부 코로나19 출구 초입 최종적으로 다른 감염병처럼 관리,오미크론 중수본 코로나19 의료기관 확진자 치명률 풍토병 일상회복 관리군 의료체계 만큼 감염병 박향 재택치료자 치료자 손영래 온라인 관리체계 격리병상,http://www.seoul.co.kr/news/newsView.php?id=20220222500070,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7734057307243347
1100751.20220222,20220222,아시아투데이,문경교육지원청 2022학년도 새학기 대비 코로나19 집중방역기간 현장점검 실시,코로나19 문경 지원청 학년도 오미크론 집중방역기간 장성훈 문경교육지원청 경북 각종학교 아이들 정진표 지역내 교육장 교육지원청 집단감염 확진자 교직원 기숙사,https://www.asiatoday.co.kr/view.php?key=20220222010011337,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7695099711418152
