뉴스 식별자,일자,언론사,제목,특성추출(가중치순 상위 50개),URL,대분류,중분류,소분류,세부항목 예시,뉴스 일반 표현,유사도
1100701.202206151,20220615,세계일보,포토 비가 와도 생존 수영 교육은 계속된다,생존수영 서울시 서울특별시교육청학생교육원 오주중학교 서울 수상활동체험교육 여가생활 교육장 지도사들 안전사고 지도사 광진구 한강 학생들 청소년들 서울시교육청 생존수영교육 교육 생존 운영 지원 수영 기회 생활 여가 건강 신장 능력 대처 사고 안전 실기 입수 실제적 청소년 학생 활동 센터 수상 도움,http://www.segye.com/content/html/2022/06/15/20220615517752.html,교육활동지원,생활지도운영,학생안전교육,생존수영교육,"생존 수영 교육, 수상 안전 교육, 물놀이 사고 예방",0.82405686378479
1100701.20220627,20220627,세계일보,고교에 전공 연계과목 없을 땐 공동교육과정 들으세요,공동교육과정 오프라인 교육과정 온라인 중경고 공통과목 신광여고 서울시 교육청 거점형 고등학교 1학년 일반고 입시업계 수험생 미양고 과학사 데이터과학 창동고 애로사항 콜라캠퍼스 양재고,http://www.segye.com/content/html/2022/06/22/20220622528071.html,기본적교육활동,교과활동,교과활동지원,공동교육과정운영,"고교 공동교육과정, 학교 간 교육과정 공유, 맞춤형 수업 운영, 교육과정 다양화",0.8158910870552063
1100611.20220629,20220629,서울신문,교내 장애인 편의시설은 학생 기본권,편의시설 장애인 학생들 서울 사립고교 비장애 울산 현대청운고 보건실 기본권 경사로 고등학생 유지민 학생 시설 학교 장애 이동 성명 고교 기본 진학,http://www.seoul.co.kr/news/newsView.php?id=20220629023013,교육활동지원,교육여건개선,교육환경개선,장애인편의시설관리,"장애인 편의시설, 무장애 학교, 장애인 접근성 개선",0.8063687086105347
1100201.202206061,20220606,국민일보,광주시교육청 수학여행 활성화,수학여행 현장체험학습 시교육청 수학여행비 광주시교육청 정종재 각급 학생들 안전교육 교감단 쉼표 느낌표,https://news.kmib.co.kr/article/view.asp?arcid=0017151341&code=61121111&cp=kd,기본적교육활동,창의적체험활동,현장체험학습활동,수학여행,"수학여행 지원, 현장체험학습, 국내 교육여행, 단체 수학여행",0.7894600033760071
1101101.202206151,20220615,한국일보,코로나19 재유행 대비 대전시 감염병 예방학교 운영,감염병 코로나19 종사자 전문가 일상생활 확진자 대전시 실시간 남해성 예방법 예방관리 충남대 코로나바이러스 역학조사관 대전충청 조사관 소독방법 2단계 전문가들 대처방법 16회 대강당 공무원 감염취약시설 영상컨텐츠교육자료 감염증 감염병관리공무원 요양병원,https://hankookilbo.com/News/Read/A2022061510320005674,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7868141531944275
1100501.202206101,20220610,문화일보,학생의 교사 폭행 심각한 수준 방지대책 조속히 세워야,교육부 서울 문영호 보호위원회 학교교 진상조사 학교교권 위원회 여교사 교육청 방지대책 학생부 오래전 머리채 선생님 상해 888건 고등학교 전문성 담임교사 학부모 변호사 용산구 여론마당 학생 폭행 일선 침해 교권 대책 교사 전문 사례 근무 학교 신고,http://www.munhwa.com/news/view.html?no=2022061001032945000002,인적자원운용,교직원복지및역량강화,교직원복지,교육활동보호지원,"교권 보호 정책, 교사 폭력 방지, 교사 보호법, 교육활동 안전 확보",0.7840054631233215
1100611.202206071,20220607,서울신문,올 가을에는 현장체험학습 수학여행을 떠난다,수학여행 시교육청 현장체험학습 광주시교육청 정종재 수학여행비 학생들 광주 쉼표 느낌표 20만 지원금 여행비 1인 그동안 체험학습,http://www.seoul.co.kr/news/newsView.php?id=20220607500137,기본적교육활동,창의적체험활동,현장체험학습활동,수학여행,"수학여행 지원, 현장체험학습, 국내 교육여행, 단체 수학여행",0.7836931347846985
1100751.202206151,20220615,아시아투데이,문경교육지원청 2022 교사별 과정 중심 평가 초등교원 직무연수,문경 경북 4차 교사별 집합연수 안중환 문경교육지원청 장성훈 지원청 다각도 교수학습 교사들 내실화 직무연수 학생평가 평가 연수 중심 교육 교사 학생 성장 사전 계획 지원 교원,https://www.asiatoday.co.kr/view.php?key=20220615010008159,인적자원운용,교직원복지및역량강화,교직원역량강화,직무연수,"교사 연수, 직무교육, 교사 역량 강화 프로그램",0.7793415188789368
1100401.20220628,20220628,동아일보,다문화가정 88 양육 어렵다 자녀교육이 최대 고민,다문화가정 다문화 여가부 귀화자 김숙자 6세 귀화자들 결혼이주여성 상대적 이민자 결혼이민자들 가족부 여성가족부 고민거리 정책관 한국,https://www.donga.com/news/article/all/20220628/114170245/1,학생복지/교육격차해소,교육격차해소,기타교육격차해소지원,다문화가정지원,"다문화가정 학생 지원, 다문화 교육 정책, 중도입국 학생",0.7771101593971252
1100751.202206281,20220628,아시아투데이,경기도 코로나19 재유행 대비 장기요양시설 등 감염관리 교육 추진,코로나19 감염관리 관리자 성남시의료원 장기요양시설 수원 일산병원 종사자 보호구 경기도 요양병원 감염취약시설 류영철 감염병 김주홍,https://www.asiatoday.co.kr/view.php?key=20220628010015682,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7756979465484619
