뉴스 식별자,일자,언론사,제목,특성추출(가중치순 상위 50개),URL,대분류,중분류,소분류,세부항목 예시,뉴스 일반 표현,유사도
1100701.202403051,20240305,세계일보,초1 늘봄학교 현장 가보니 학교가 돌봐 안심 vs 공간 인력 태부족,늘봄학교 학부모 서울 부산 신입생 교육감 방과후 조희연 늘봄 맞벌이 책놀이 뉴스1 교사들 늘봄교실,http://www.segye.com/content/html/2024/03/05/20240305516662.html,선택적교육활동,방과후학교운영,늘봄학교운영,늘봄학교(교실)운영,"늘봄학교 운영, 돌봄교실 확장, 온종일 교육체계, 학교 중심 돌봄",0.7998084425926208
1100301.202403041,20240304,내일신문,직업능력개발훈련교사 교육생 2차 모집,능력개발교육원 직업훈련교사 한국기술교육대 40세 개발법 신중년 홈페이지 교육원 교직훈련과정 집체 기술자 근로자 이러닝 교육기간 2주 3주 공지사항 시흥 전주 서울 고용노동부장관 천안 노동부 국가자격증,https://www.naeil.com/news/read/503154?ref=bigkinds,선택적교육활동,직업교육,직업교육운영,직업능력개발훈련,"직무 능력 향상, 직업훈련 프로그램, 직무역량 강화",0.7923784255981445
1101101.202403271,20240327,한국일보,서울교육청 뒤늦게 늘봄학교 잰걸음 5월부터 151개교로 늘려 시행,늘봄학교 시교육청 참여율 방과후 서울 늘봄 연구실 관계자 지자체 교사연구실 내실화 서울교육청,https://www.hankookilbo.com/News/Read/A2024032714150004690,선택적교육활동,방과후학교운영,늘봄학교운영,늘봄학교(교실)운영,"늘봄학교 운영, 돌봄교실 확장, 온종일 교육체계, 학교 중심 돌봄",0.7911332249641418
1100101.202403272,20240327,경향신문,5월부터 서울 늘봄학교 38개교 151개교로 확대,늘봄학교 서울 서울시교육청 서울형 늘봄 지자체 1학기 키움센터 추진대책 서울정진학교 시범학교 장애학생 참여율 서울정민학교 학생들,https://www.khan.co.kr/national/education/article/202403272114005,선택적교육활동,방과후학교운영,늘봄학교운영,늘봄학교(교실)운영,"늘봄학교 운영, 돌봄교실 확장, 온종일 교육체계, 학교 중심 돌봄",0.7907408475875854
1100751.202403271,20240327,아시아투데이,서울 늘봄학교 38 151개로 확대 2학기 전면 시행 준비 박차,늘봄학교 서울 시교육청 늘봄 학생들 2학기 특수학교 교육과정 온라인 지자체,https://www.asiatoday.co.kr/view.php?key=20240327010016011,선택적교육활동,방과후학교운영,늘봄학교운영,늘봄학교(교실)운영,"늘봄학교 운영, 돌봄교실 확장, 온종일 교육체계, 학교 중심 돌봄",0.7907359004020691
1100611.202403211,20240321,서울신문,취업 원하는 고교생에 맞춤형 고용서비스 대학서 지원,고교생 고용부 고용서비스 대구 학생들 직업교육훈련 일자리 세종 이정식 대학일자리플러스센터 직업계 경북기계금속고등학교 장기근속 계명대 경산,http://www.seoul.co.kr/news/newsView.php?id=20240321500138,선택적교육활동,직업교육,직업교육운영,취업역량강화지원,"취업 지원, 학생 취업역량 강화, 취업 연계 교육",0.7904877066612244
1100301.202403201,20240320,내일신문,학교밖 청소년을 응원합니다,장학금 서울 서울시 대안학교 서울장학재단 대학생 서울희망 장학생 원씩 신청자 복지시설 서울꿈길 학교별,https://www.naeil.com/news/read/504829?ref=bigkinds,학생복지/교육격차해소,학생복지,학생장학금운영,학생장학금지원,"장학금 지급, 학생 장학 제도, 교육비 지원, 장학생 선발 공고",0.7898882031440735
1100751.202403051,20240305,아시아투데이,전남교육청 교육복지 전담인력 충원 촘촘한 교육복지 체계 구축,교육복지 목포 지원청 전남교육청 맞춤형 공무원 안전망 전담인력 학생맞춤통합지원사업 교육복지안전망 강상철 이명남 교육청 아시아투데이 교육복지우선지원사업 교육지원청 거점교육지원청 학생맞춤,https://www.asiatoday.co.kr/view.php?key=20240305010001775,학생복지/교육격차해소,학생복지,교육복지우선,교육복지사인건비,"교육복지사 채용, 교육복지 인력 확충, 취약계층 교육 지원",0.7892791032791138
1100101.202403041,20240304,경향신문,오는 6일 지역별 취약 재난 대비 민방위 훈련 실시,관공서 민방위 국민행동요령 그동안 심폐소생술 사용법 소생술 충격기 1만 공무원 자동심장충격기 유관기관 충주시 생활안전교육 충북 민방위대 완강기 경주시 산림지역 침수우려지역 경북 부산,https://www.khan.co.kr/local/local-general/article/202403041430001,교육활동지원,생활지도운영,학생안전교육,재난대응훈련,"재난 대응 훈련, 재난 모의훈련, 비상대피훈련",0.7791276574134827
1100701.202403272,20240327,세계일보,서울 늘봄학교 5월부터 151개교로 늘린다,늘봄학교 서울 2학기 1학기 서울시교육청 특수학교 늘봄 과밀학교 2곳 조희연 협의회 정규수업 참여율 서울시 활성화 교육감 6175곳 2741곳,http://www.segye.com/content/html/2024/03/27/20240327516571.html,선택적교육활동,방과후학교운영,늘봄학교운영,늘봄학교(교실)운영,"늘봄학교 운영, 돌봄교실 확장, 온종일 교육체계, 학교 중심 돌봄",0.7695913314819336
1100701.202403251,20240325,세계일보,다문화학생에 맞춤형 순회상담해줘요,다문화 서울시교육청 상담사 지구촌학교 한국어 자문단 신학기 의사소통 조희연 서울 구로구 유관기관 학생들 지구촌 수준별 서울시 교육감,http://www.segye.com/content/html/2024/03/25/20240325514741.html,선택적교육활동,기타선택적교육활동,다문화교육운영,다문화교육/학급운영,"다문화 학급 운영, 다문화 학생 교육, 다문화 통합 교육",0.7688484191894531
1100611.202403081,20240308,서울신문,장애가 배움에 장애가 되지 않게 서초 장애 학습도우미 확대,장애아동 유치원 전성수 친구들 보조기 만족도 사회생활 상호작용 학교생활 특수학급 21곳 장애아동들 교육환경 서울 학습권 학습 장애 도우미 아동 학교 지원 사업 소통 교육 원활 생활 확대 형성,http://go.seoul.co.kr/news/newsView.php?id=20240308500154,기본적교육활동,창의적체험활동,봉사활동,장애학생돌보기,"장애학생 돌봄, 특수학생 지원 활동, 장애인식 개선 봉사, 통합교육 봉사활동",0.766992449760437
1100101.202403271,20240327,경향신문,서울도 늘봄학교 늘린다 특수학교 2곳서도 시범운영,늘봄학교 서울 서울시교육청 서울형 늘봄 지자체 특수학교 1학기 키움센터 추진대책 서울정진학교 시범학교 장애학생 연구실 교사연구실,https://www.khan.co.kr/national/education/article/202403271618001,선택적교육활동,방과후학교운영,늘봄학교운영,늘봄학교(교실)운영,"늘봄학교 운영, 돌봄교실 확장, 온종일 교육체계, 학교 중심 돌봄",0.7669245600700378
1100201.20240307,20240307,국민일보,1기 디딤돌가족 참여 청년 90 멘토링 정서적으로 도움,멘티 멘토 삼성 디딤돌가족 디딤돌 1기 코칭 야나 한국코치협회 장학금 임직원 자립준비청년 대학원 신도 부산수영로교회 김재민,https://www.kmib.co.kr/article/view.asp?arcid=1709708075&code=13110000,선택적교육활동,기타선택적교육활동,기타선택적교육운영,대학생멘토링제운영,"대학생 멘토링, 학습 멘토 프로그램, 교육기부 멘토링, 취약계층 학습지원",0.7650132179260254
1100101.202403061,20240306,경향신문,광주 초 중 고 학교운영위원회 여비 제각각 지도 감독 강화해야,학교운영위원회 광주 시민모임 공무원 관계자 위원회 투명성 광주지역 1만 만큼 지급기준 형평성 예산서 공정성 학년도 2만 교직원 자율성 2024학년도 학부모,https://www.khan.co.kr/local/Gwangju/article/202403061407001,학교일반운영,학교운영협력,학교운영위원회운영,학교운영위원회운영,"학교운영위 운영, 학교 의사결정 기구, 학부모 참여 위원회",0.7623232007026672
1100401.202403082,20240308,동아일보,사설 1700만 원 가구 대학생까지 국가장학금 주는 게 맞나,학자금 장학금 국가장학금 대학생 9구간 8구간 203만 학생들 등록금,https://www.donga.com/news/Opinion/article/all/20240307/123868705/1,학생복지/교육격차해소,학생복지,학생장학금운영,학생장학금지원,"장학금 지급, 학생 장학 제도, 교육비 지원, 장학생 선발 공고",0.7598155736923218
1100301.202403121,20240312,내일신문,올해 장애인고용 전문인력 양성교육,장애인 양성교육 고용개발원 전문인력 홈페이지 직무지도원 개발원 근로자 의사소통 지도원 조윤경 안전교육 https 사업체 보수교육 이사장 연수부 종사자 20인 지원인 28회 조향현 한국장애인고용공단 상담원 한국 장애인직업생활상담원 근로지원인 근로활동 전문인력들 장애인근로자,https://www.naeil.com/news/read/503978?ref=bigkinds,선택적교육활동,직업교육,직업교육운영,직업능력개발훈련,"직무 능력 향상, 직업훈련 프로그램, 직무역량 강화",0.7593244910240173
