뉴스 식별자,일자,언론사,제목,특성추출(가중치순 상위 50개),URL,대분류,중분류,소분류,세부항목 예시,뉴스 일반 표현,유사도
1100301.202201061,20220106,내일신문,안전한TV 학교 안전교육 필수템,누리집 교육부 학생들 부총리 안전교육 소방관 박종현 행안부 코로나19 처치법 일반화 학교생활 전문가 교사들 안전소통담당관 미세먼지 중앙회 맞춤형 협의회 학교수업,http://www.naeil.com/news_view/?id_art=410413,교육활동지원,생활지도운영,학생안전교육,안전교육,"학생 안전교육, 생활안전 교육, 학교 안전 지침",0.8218895792961121
1100301.202201191,20220119,내일신문,진로선택과목 성취평가 교육과정 평가방식이 성취도 갈랐다,학생들 지필평가 교육과정 서울 경제수학 광주 사실상 지구과학 물리학 보고서,http://www.naeil.com/news_view/?id_art=411690,교육활동지원,교무업무운영,교무학사운영,교육과정평가,"교육과정 평가, 학교 운영 평가, 수업 평가",0.7688557505607605
1100301.202201111,20220111,내일신문,노사가 함께하는 중 장년 이 전직 맞춤형 훈련지원,한국노총 중장년 노동자 기능사 항공기 실업자 코로나19 훈련과정 인증원 전문가 대한상공회의소 재취업 고령자 위원회 중장년교육훈련센터 자격증 예정자 노사협력 직업능력개발,http://www.naeil.com/news_view/?id_art=410869,선택적교육활동,직업교육,직업교육운영,직업능력개발훈련,"직무 능력 향상, 직업훈련 프로그램, 직무역량 강화",0.7566702365875244
1100301.202201261,20220126,내일신문,대학생 진로교육 의무화 진로탐색학점제 로 학생 주도 진로 찾기,진로탐색학점제 숙명여대 위원회 계획서 학생들 보고서 2과목 역량개발 대학생 학생처장 진로탐색학점 의무화 배상훈 지도교수 진로교육 탐색학점 자기주도 자기주도학습 관찰보고서 공기업 대학인증위원회 대기업 16주 중간발표 대학인증 재개발원장 점제 공무원 교육부 필수교양과목 부여 중요성 진로탐색학 만족도,http://www.naeil.com/news_view/?id_art=412561,기본적교육활동,자유학기(년)활동,자유학기활동,진로탐색활동,"진로탐색 프로그램, 자유학기제 활동, 학생 진로 설계, 자기주도 진로활동",0.7487176656723022
1101001.202201061,20220106,한겨레,포토 코로나 의료대응 현장은 지금,코로나 코로나19 감염병 중등증 광진구 김부겸 서울 서울시 위중증 거점전담병원 경남 영남권 영남 부산 외래진료센터 의료진 현황보고 국무총리 혜민병원 중증병상 중등증병상 준중증 환자수 해제자,http://www.hani.co.kr/arti/society/society_general/1026239.html,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7424525022506714
1100801.20220126,20220126,조선일보,독자 마당 일상생활 대응책 제시해야,일상생활 코로나 대응책 영업시간 음식점 부작용 침방울 확진세 차단책 면역력 실내외 우왕좌왕 감염병 정작 국민들 백신 일상 국민 반복 규제 대응 활동 접종 제한,https://www.chosun.com/opinion/readers_opinion/2022/01/26/U27WTNCDURB5NLRM2RZH5FRJYU/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7414735555648804
1100751.202201161,20220116,아시아투데이,서울시교육청 특수교육 치료지원금 4만원 인상 월 16만원,실무사 특수학교 시교육청 대상자 이승욱 조희연 4만 학생들 중증장애학생 30억 서울교육 아시아투데 16만 학교생활 서울 지원금 서울시교육청 교육 학생 지원 특수 개별 서비스 치료 인상,https://www.asiatoday.co.kr/view.php?key=20220116010008810,학생복지/교육격차해소,학생복지,학생복지운영,"특수교육대상자지원(교통비,치료비)","장애학생 교통비 지원, 치료비 보조, 특수교육 지원 예산, 통합교육 복지",0.7414250373840332
1100401.202201051,20220105,동아일보,미래를 바꾸는 교육정책 제안 행복을 위한 진로교육 서둘러야,진로전담교사 진로교육 우리나라 진로체험 교육부 활성화 시도교육청 한국 학생들 교육정책 대기업 자영업자 지역진로교육센터 대한민국 비대면 교육청 한국교육 단위학교,https://www.donga.com/news/article/all/20220105/111098372/1,기본적교육활동,자유학기(년)활동,자유학기활동,진로탐색활동,"진로탐색 프로그램, 자유학기제 활동, 학생 진로 설계, 자기주도 진로활동",0.741223156452179
1100301.20220106,20220106,내일신문,중고생을 위한 방학 셀프 진로 탐색,온라인 대학별 전문가 커리어넷 가상창업체험 고등학생 빅데이터 대입정보포털 관련직 고용노동부 교육부 학습진단 큐레이터,http://www.naeil.com/news_view/?id_art=410557,기본적교육활동,자유학기(년)활동,자유학기활동,진로탐색활동,"진로탐색 프로그램, 자유학기제 활동, 학생 진로 설계, 자기주도 진로활동",0.7402821183204651
1100611.202201282,20220128,서울신문,다문화학생 비율 첫 3 부모국 1위 베트남,다문화 다문화학생 영유아 유치원 어린이집 한국어 베트남 학업중단율 2만 고등학교 중도입국 가구소득 중학교,http://www.seoul.co.kr/news/newsView.php?id=20220128500213,학생복지/교육격차해소,교육격차해소,기타교육격차해소지원,다문화가정지원,"다문화가정 학생 지원, 다문화 교육 정책, 중도입국 학생",0.7394945025444031
1100611.20220126,20220126,서울신문,개학 예정대로 신속검사 자가키트 도입 적극 검토,코로나19 오미크론 교육부 확진자 방역지침 교총 자가검사키트 중학교 서울 조희연 교육당국 서울시교육청 다중화 키트 교육감 고등학교 시교육청 질병관리청 관리청 유전자 pcr,http://www.seoul.co.kr/news/newsView.php?id=20220126003016,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7343202829360962
1100401.20220106,20220106,동아일보,인천판 게시판 과학 교실,참가자 참가비 과학여행 온라인 인천 10세 랜선 zoom 대상 교실 과학 코딩 독서 명화 논술 금요일 모집 친구,https://www.donga.com/news/article/all/20220105/111112999/1,기본적교육활동,교과활동,과학교과활동,특수목적고과학중점운영,"과학 실험 수업, 과학탐구 활동, 과학 체험 교육, 과학실습 지원",0.7305253148078918
1101001.202201121,20220112,한겨레,일부 학부모 반발한 그린스마트 미래학교 구성원 동의 의무화,교육부 그린스마트 사용자 사전기획 학부모 학생들 구성원 미래학교 지방비 혁신학교 정종철 혁신사업 의무화 학부모들,http://www.hani.co.kr/arti/society/schooling/1027022.html,학교일반운영,학교운영협력,관계기관협력,주민참여학교운영,"주민 참여 학교, 지역 개방형 학교, 학교 공동체 운영",0.7281791567802429
1100201.202201281,20220128,국민일보,세종시교육청 설 연휴 이후 특별방역기간 운영,키트 코로나19 부서별 세종시교육청 지정제 신속항원검사 이미자 확진자 우세종화 오미크론 선별검사소 재택근무 미방 방문자 종화 검사소 직원들 불필요 미방문자 구내식당 출입구 방역기간 운영지원과장,http://news.kmib.co.kr/article/view.asp?arcid=0016718406&code=61121111&cp=kd,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7276389002799988
1100201.2022012,20220120,국민일보,단독 코로나도 홍역처럼 진료 방역 투트랙 과도기적 모형 추진,의료기관 확진자 코로나19 오미크론 재택치료 평상시 손영래 안성시 보건소 중증도 임승관 광역지방자치단체 국민일보 시범사업 감염병 서울시 과도기,http://news.kmib.co.kr/article/view.asp?arcid=0924228392&code=11132000,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7236844897270203
1101101.20220107,20220107,한국일보,경기도 장학생 494명 모집 최대 400만원 지원,경기도 장학생 특기생 다자녀 경기도민회장학회 400만 백분위 대학생 전문대 10구간 서울 사무처 학자금 성적이 12학점 홈페이지 자격조건 사이버대 방통대,https://hankookilbo.com/News/Read/A2022010709190000653,학생복지/교육격차해소,학생복지,학생장학금운영,학생장학금지원,"장학금 지급, 학생 장학 제도, 교육비 지원, 장학생 선발 공고",0.7220431566238403
1101001.202201041,20220104,한겨레,포토 눈물 가득 새해소원 장애학생에게도 차별 없는 교육을,장애인 특수학급 통합교육 학부모 윤종술 특수교육대상자 학생들 자폐아 강동지회장 새해소원 청와대 부모들 주소지 특수교육법 장애학생 교육법 대상자 보호자 지역사회 교육감 강원도 거주지 제1항,http://www.hani.co.kr/arti/society/society_general/1025927.html,기본적교육활동,창의적체험활동,봉사활동,장애학생돌보기,"장애학생 돌봄, 특수학생 지원 활동, 장애인식 개선 봉사, 통합교육 봉사활동",0.7206652164459229
1100901.20220116,20220116,중앙일보,체육복 한벌에 8만원 되레 학부모 등골 빼먹는 무상교복,학부모 체육복 신입생 교육청 코로나19 중학교 8만 30만 관계자 대리점 인건비 충북 문구점 무상교복,https://www.joongang.co.kr/article/25040942,학생복지/교육격차해소,학생복지,학생복지운영,교복/체육복구입,"무상 교복, 학생 교복 지원, 체육복 지원 사업",0.7202833890914917
1100751.202201071,20220107,아시아투데이,2022년도 재 경기도민회장학회 장학생 모집 494명 선발,장학생 한국장학재단 경기도민회장학회 경기도 다자녀 백분위 학자금 대학생 전문대 홈페이지 경기도민장학회 10구간 서울 사무처 김주홍 성적이 12학점 수원 통지서,https://www.asiatoday.co.kr/view.php?key=20220107010003944,학생복지/교육격차해소,학생복지,학생장학금운영,학생장학금지원,"장학금 지급, 학생 장학 제도, 교육비 지원, 장학생 선발 공고",0.7197204232215881
1100751.202201251,20220125,아시아투데이,진단부터 관리까지 서울교육청 맞춤형으로 학생 건강 챙긴다,검진비 학생들 맞춤형 건강더 시교육청 서울시교육청 측만증 척추측만증 5만 1인 치료비 코로나바이러스 이승욱 건강체력교실,https://www.asiatoday.co.kr/view.php?key=20220125010014303,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,학생건강검사,"학생 건강검진, 학교 건강관리, 정기 건강검사, 학생 건강 진단",0.717258870601654
1100751.202201171,20220117,아시아투데이,중기부 이어드림 학교 스타트업 인공지능 기술인력 양성사업 교육생 모집,인공지능 교육생 39세 교육과정 창업기업 스타트업 기술인력 온라인 인력난 오세은 아시아투데이 오프라인 청년층 실무인력 양성사업 개발인력 밀레니얼,https://www.asiatoday.co.kr/view.php?key=20220117010009099,선택적교육활동,직업교육,직업교육운영,직업교육운영,"직업교육, 진로직업 교육, 기술교육 강화, 실무형 인재 양성",0.7165239453315735
1100751.202201161,20220116,아시아투데이,경기도교육청안전교육관 체험형 교직원 안전교육 동계 직무연수 진행,교직원 직무연수 안전사고 경기도교육청안전교육관 김주홍 수원 응급처치 소생술 최길남 심폐소생술 교육과정 경기도교육청안전교육관장 4차례 교직원들 안전 체험 연수 학교 진행 교육 정착 사례 동계 대응,https://www.asiatoday.co.kr/view.php?key=20220116010008616,교육활동지원,생활지도운영,학생안전교육,안전교육,"학생 안전교육, 생활안전 교육, 학교 안전 지침",0.7160189151763916
1100201.20220127,20220127,국민일보,학교 자연 연결 첫 번째 축 지역사회 아우르기 구상,사전기획 지역사회 교육기획 전문가 학부모 그린스마트미래학교 교사들 운동장 하드웨어 교육부 6개월 안용중학교 공간기획 유주열 뒷받침 교장선생님 김영후 학교들,http://news.kmib.co.kr/article/view.asp?arcid=0924229490&code=11131300,학교일반운영,학교운영협력,관계기관협력,주민참여학교운영,"주민 참여 학교, 지역 개방형 학교, 학교 공동체 운영",0.7146249413490295
1100751.202201051,20220105,아시아투데이,충남교육청 진로진학상담센터 학생중심의 맞춤형 상담으로 교육가족 큰 호응,충남교육청 만족도 내담자 진로진학상담센터 박탈감 김지철 김관태 학부모 교육청 상담센터 충남 입시자료 충청남도교육청진로융합교육원 미래역량 전문성 내담자들 그동안 상담자 성취동기 교육가족 코로나 교육감 진로진학상담 학생중심 상담 진로 센터 학생 전문 프로그램,https://www.asiatoday.co.kr/view.php?key=20220105010002428,기본적교육활동,창의적체험활동,진로활동,진로상담활동,"진로 상담, 진로 멘토링, 학생 진로 설계 지도, 진로코칭 프로그램",0.7130450010299683
1100401.202201121,20220112,동아일보,미래를 바꾸는 교육정책 제안 과학기술 특성화 대학의 인재 육성 방안,과학기술 학사과정 이공계 기술창업 unist 인공지능 대학원 드론 전문인력 교육정책,https://www.donga.com/news/article/all/20220112/111207751/1,선택적교육활동,직업교육,직업교육운영,직업교육운영,"직업교육, 진로직업 교육, 기술교육 강화, 실무형 인재 양성",0.7116488218307495
1100751.202201122,20220112,아시아투데이,엘리트학생복 서울시 중 고교 입학준비금으로 교복 구매 가능,입학준비금 준비금 엘리트학생복 서울시 가맹점 제로페 학부모 신입생 관계자 학생복 만큼 아시아투데이 차동환 고등기술 서울시교육청 학교생활 만족도 경기도 지원금 생활복 용인시 광주광역시 25만 1인 30만 10만 고등학교 교복 사용 지급 학교 신입 엘리트 매장 체계,https://www.asiatoday.co.kr/view.php?key=20220112010007086,학생복지/교육격차해소,학생복지,학생복지운영,교복/체육복구입,"무상 교복, 학생 교복 지원, 체육복 지원 사업",0.7114337682723999
1100751.202201171,20220117,아시아투데이,서울지역 유치원 다니는 외국국적 유아도 3월부터 학비 지원,유치원 방과후 지원금 교육과정 유아학비 외국인 서울지역 이승욱 서울 부담금 학부모 학부모부담금 시교육청 증빙서류 사각지대 조희연 신청서 책임교육 교육감 아이들 외국인등록 지원대상 지원금액 서울시교육청 분기별 아시아투데,https://www.asiatoday.co.kr/view.php?key=20220117010009426,학교일반운영,학교기관운영,병설유치원기본운영,유치원운영비,"유치원 운영 예산, 병설유치원 경비, 유아교육 운영비",0.7106834650039673
1100901.202201251,20220125,중앙일보,교육부 유아학비 2만원 추가 지원 국공립 10만원 사립 28만원,유치원 지원금 교육부 학부모 사립유치원 국공립 과정비 15만 부담금 5만 2만 보육료 유아학비 1만 4만 원씩 35만 2022학년도 학년도 10만 28만 어린이집 인상 유아 사립 추가 원비 지원 전년 법정 전국 누리,https://www.joongang.co.kr/article/25043366,학교일반운영,학교기관운영,병설유치원기본운영,유치원운영비,"유치원 운영 예산, 병설유치원 경비, 유아교육 운영비",0.7103630304336548
1100101.202201251,20220125,경향신문,설 직후 개학 비상 학교방역 지침은 언제,교육부 오미크론 고등학교 서울 학부모 서울시교육청 확진자 자가격리 가정학습 과반수 유전자증폭 상대적 유전자 관리청 고등학생 만큼 중학교 자가검사키트 검토중 달간 3541곳 김보미 키트 김씨,https://www.khan.co.kr/national/education/article/202201251609001,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7101595401763916
1101001.202201271,20220127,한겨레,교육부 외국인 유학생에 자국서 예방접종 뒤 입국 권고,유학생 교육부 예방접종 지자체 자가격리 외국인 보건소 지방자치단체 오미크론 코로나19 방역패스 정종철,http://www.hani.co.kr/arti/society/schooling/1029022.html,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7093907594680786
1100611.202201141,20220114,서울신문,항생제 내성균 슈퍼 박테리아 급증에 의료계 비상,항생제 코로나19 의료기관 연구원 내성균 감염병 전년도 카바페넴 의료계 개인위생 보유자 297건 균속 328건 대전보건환경연구원 병원체 공중보건 균종 154건 연구원측 장내세 오남용,http://www.seoul.co.kr/news/newsView.php?id=20220114500058,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7075278759002686
1100101.20220126,20220126,경향신문,확진자 1만명 눈 앞에 오미크론 대응 위해 바뀌는 방역체계는,확진자 코로나19 오미크론 접촉자 자가격리 방대본 밀접접촉자 진료소 접종자 우세화 고위험군 선별진료소 60대 pcr 1만 평택 전남 호흡기 유전자,https://www.khan.co.kr/national/health-welfare/article/202201260802001,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7072359919548035
1100611.202201251,20220125,서울신문,새 학교 방역지침에 자가검사키트 도입될까,교육부 코로나19 서울 오미크론 자가검사키트 조희연 교육감 확진자 시교육청 서울교육청 키트 유은혜 관리청 부총리 다중화 교육회복,http://www.seoul.co.kr/news/newsView.php?id=20220125500032,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7068822383880615
1101101.20220117,20220117,한국일보,코로나 사태 최소 10년 간다 호흡기 감염병 대비 시스템 만들어야,코로나19 오미크론 호흡기 치료제 감염병 인천의료원 코로나 의료체계 공공의료 확진자 질병관리청 감기약 중환자 김진용,https://hankookilbo.com/News/Read/A2022011604260005794,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7068538665771484
1100751.202201041,20220104,아시아투데이,수원교육지원청 1분기 교육자원봉사자 연수 진행,수원 교육자원봉사자 교육자원봉사 봉사자 학부모 황윤규 김주홍 지원청 회복적정 신청자 2개 마을교사 봉사분야 전래놀이 수원교육지원청 교육장 연수생 연수 교육 진행 봉사 활동 양성 학교 학생 경기 자원 회복 적정 놀이 일반 교사 마을 전래 강사,https://www.asiatoday.co.kr/view.php?key=20220104010001936,인적자원운용,교직원복지및역량강화,교직원역량강화,기타역량강화지원,"교직원 자기개발, 역량강화 프로그램, 교사 성장 지원, 교원 역량 개발 사업",0.7050684690475464
1100301.202201131,20220113,내일신문,수학을 잘하는 것과 수학을 좋아하는 것,진도 사고력 부모님 학생들 상담시간 고3 문제풀이 궁금증 이해력 3종류 시간date 수학 학생 공부 녀석 결국 수능 고민 부모 질문 선행 상담 지식 풀이 재미 실력 이야기 방학 답변 설득 의미 학원 기억 조금 생각 즐거움 친구 보통 시간 타입 속내 집중 도출 고통 마지막 대로,http://www.naeil.com/news_view/?id_art=411145,기본적교육활동,교과활동,수학교과활동,수학교과운영,"수학 수업, 수학 보충수업, 수학 창의력 프로그램, 수학 체험활동",0.7049100399017334
1100201.202201051,20220105,국민일보,돌파 택한 정부 방역패스 or 거리두기 당위 역설,방역패스 코로나19 학령기 최재욱 중환자실 홍정익 정도론 손영래 중수본,http://news.kmib.co.kr/article/view.asp?arcid=0016640050&code=61121111&cp=kd,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7040736675262451
1101001.202201101,20220110,한겨레,주한미군 확진자 급증 당국 긴급회의 지역사회 방역 강화,주한미군 미군 확진자 긴급회의 코로나19 보건방호태세 전장병 정례회의 이상원 최소화 방역당국 술집,http://www.hani.co.kr/arti/society/health/1026735.html,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7037954330444336
1100751.202201101,20220110,아시아투데이,경기도교육청 2022 대안교육 위탁교육기관 지정 공모,대안교육 이듬해 홈페이지 위탁교육기관 김주홍 수원 경기도교육청 심한수 위탁교육 사회단체 학교생활 교육기관 적응력 직속기관 공지사항 학생생활인권과장 교육감 기관 학생 교육 공모 서류 지정 대안,https://www.asiatoday.co.kr/view.php?key=20220110010004932,선택적교육활동,기타선택적교육활동,기타선택적교육운영,위탁교육운영,"위탁 교육 운영, 특수기관 위탁교육, 외부 기관 연계 수업",0.7037516236305237
1100751.202201141,20220114,아시아투데이,부산교육청 유치원 교육계획 수립 지원 워크숍 실시,유치원 부산 교육과정 권영숙 행장학 부산시교육청 조영돌 유아들 놀이밥 사립유치원 전문가 네트워크 교육과장 공동체 부산유아교육 부산유아 관리자 교육공동체 부산교육청 zoom 교육,https://www.asiatoday.co.kr/view.php?key=20220114010008149,선택적교육활동,방과후학교운영,유치원방과후과정운영,유치원방과후과정운영,"유치원 방과후 과정, 유아 돌봄 확대, 유치원 오후 프로그램",0.7037385702133179
1100201.202201281,20220128,국민일보,동작구 저소득층 지원하는 학원교육 나눔사업 실시,다음달 정종록 동작구 교육격차 기부금 영수증 모금회 수급자 컴퓨터학원 이창우 구청장 예체능학원 아이들 거주지 상대적 학습능력 서울 사회복지공동모금회 무료수강 학생들 수강기회 수강권 학원 학생 기회 사업,http://news.kmib.co.kr/article/view.asp?arcid=0016717291&code=61122011&cp=kd,학생복지/교육격차해소,교육격차해소,학비지원,사회적배려대상자지원,"저소득층 학생 지원, 교육복지 대상자, 취약계층 장학금, 교육소외 해소",0.703633189201355
1100751.202201211,20220121,아시아투데이,아산교육지원청 겨울방학 방과후 운동발달 특수체육 프로그램 호응,특수교육 아산 유경남 아산교육지원청 지원청 겨울방학 특수교육지원센터 학부모 특수교육대상학생 교통체육부장 아산시시설관리공단,https://www.asiatoday.co.kr/view.php?key=20220121010012682,기본적교육활동,교과활동,체육교과활동,체육교육활성화,"체육 수업, 체력 증진 활동, 체육대회, 학생 스포츠 활동",0.7021952271461487
1100701.202201162,20220116,세계일보,고교학점제 도입은 자기주도성 함양 위한 과정,위원장 학생들 미래사회 교육과정 자기주도성 세계일보 창의성 지속가능 대학입시 명예교수 변동성 서면인터뷰 수용성 서면 일반화 아이들 김혜숙 30만 기성세대들 이화여대 세대들 능동성 자율성 수년 고교학점제 교육혁신 교사들 기성세대 적응력 주요사항 교육제도 교육 변화,http://www.segye.com/content/html/2022/01/12/20220112519778.html,기본적교육활동,교과활동,국어교과활동,학교자율시간운영,"특성화 고교 교과, 전문계열 교육, 직업 연계 교과",0.7020924091339111
