뉴스 식별자,일자,언론사,제목,특성추출(가중치순 상위 50개),URL,대분류,중분류,소분류,세부항목 예시,뉴스 일반 표현,유사도
1100101.202406122,20240612,경향신문,기고 늘봄학교 확대 세심한 준비 조율은 필수,늘봄학교 1학년 늘봄 지역사회 김한나 교사들 맞벌이,https://www.khan.co.kr/opinion/contribution/article/202406122028005,선택적교육활동,방과후학교운영,늘봄학교운영,늘봄학교(교실)운영,"늘봄학교 운영, 돌봄교실 확장, 온종일 교육체계, 학교 중심 돌봄",0.811893105506897
1100751.202406191,20240619,아시아투데이,전북도교육청 진학지도교사 역량 강화 교사 연수,담임교사 설명회 활용법 전공자율선택제 고등학교 전북도교육청 윤복진 시청각실 학부모 한국대학교육협의회 아시아투데이 인천 조장익,https://www.asiatoday.co.kr/view.php?key=20240619010010242,인적자원운용,교직원복지및역량강화,교직원역량강화,직무연수,"교사 연수, 직무교육, 교사 역량 강화 프로그램",0.7897832989692688
1100201.202406181,20240618,국민일보,경기도교육청 학부모지원센터 활용해 학부모 성장 지원,학부모 학부모회 도교육청 누리집 경기학부모지원센터 홍정표 학부모상담 온라인 운영지원 경기도교육청 학무모 온품 선생님,https://www.kmib.co.kr/article/view.asp?arcid=0020214419&code=61121111&cp=kd,선택적교육활동,방과후학교운영,방과후학교운영,학부모코디네이터운영,"학부모 코디네이터, 학교-가정 연계, 학부모 소통 지원, 교육 참여 확대",0.7809116840362549
1101001.202406031,20240603,한겨레,교사가 아프다 번아웃 교사 위해 시간선택제 확대를 왜냐면,시간선택제 노동시간 어린이들 교사들 선생님 연구물 교원인사관리규정 송원재 토악질 9조 병균들 원형들 조은아 우울증 교육청 공동체 인사권 청소년들 병균 조재호 저출 사회적응,http://www.hani.co.kr/arti/opinion/because/1143305.html,인적자원운용,기타교직원보수,교직원대체인건비,교원대체인건비,"기간제 교사, 대체 교사, 출산휴가 교사, 교사 인력난",0.7719278931617737
1100751.20240626,20240626,아시아투데이,서울시교육청 특수교육학생 맞춤형 방과후학교 중 고교까지 확대,방과후학교 지역기관 특수교육대상학생 후학교 서울시 시교육청 조희연 박지숙 아시아투데이 서울시교육청 지역사회 교육자원 특수교육대상학생들 보드게임 지체장애 학년도 방송댄스 2024학년도 대상기관 교육감 시범운영 학생들 교육활동 늘봄 특수교육 운영,https://www.asiatoday.co.kr/view.php?key=20240626010014499,선택적교육활동,방과후학교운영,방과후학교운영,방과후학교자율과정지원,"방과후 자율 프로그램, 학교 자율 방과후 수업, 학생 맞춤 방과후 활동",0.77089923620224
1100301.202406261,20240626,내일신문,수업을 과학 아닌 예술로 만들 선도교사 양성에 최선,교실혁명 keris ai 교원연수 수업혁신 선도교사 체화 교육청 3만 대상자 학생들 실시간,https://www.naeil.com/news/read/514653?ref=bigkinds,인적자원운용,교직원복지및역량강화,교직원역량강화,기타역량강화지원,"교직원 자기개발, 역량강화 프로그램, 교사 성장 지원, 교원 역량 개발 사업",0.7691869139671326
1100751.202406191,20240619,아시아투데이,유치원 어린이집 이용시간 늘리고 초등 늘봄학교 2026년 전 학년으로,늘봄학교 늘봄 1대 5세 유치원 어린이집 0세 영유아 만큼 방과후 무상운영 일원화 양육부담 취약계층 위원회 저출산고령사회위원회 돌봄환경 아동발달 청소년방과후아카데미 돌봄 2학년,https://www.asiatoday.co.kr/view.php?key=20240619010010761,선택적교육활동,방과후학교운영,유치원방과후과정운영,유치원방과후과정운영,"유치원 방과후 과정, 유아 돌봄 확대, 유치원 오후 프로그램",0.7645699381828308
1100611.20240618,20240618,서울신문,송파 초등 1 2학년 원어민 영어캠프,원어민 영어캠프 송파런 영어교육 송파구 학생들 2학년 선착순 한국인 교재비 2개 에프터스쿨 청담 안석 8주간 6만 여름방학 홈페이지 각국 청담에프터스쿨 수강료 송파 공교육 어린이들,http://go.seoul.co.kr/news/newsView.php?id=20240618009009,기본적교육활동,교과활동,외국어교과활동,영어캠프운영,"영어 수업, 외국어 말하기 대회, 원어민 수업, 글로벌 언어 교육",0.7456965446472168
1100751.202406121,20240612,아시아투데이,교육부 연애의 따뜻한 참견 교제폭력 예방 체험관 운영,체험관 교육부 대화법 학생들 대학생 폭력예방교육 비폭력 박지숙 아시아투데이 배동 정책기획관 실효성 군산대 상호존중 강의식 기획관 만족도 상반기 그동안 의사도 수원대 상담사 온라인 부스,https://www.asiatoday.co.kr/view.php?key=20240612010006094,교육활동지원,생활지도운영,학생생활상담지도,체험/공감형예방교육,"학교폭력 예방교육, 공감형 교육, 체험형 인성교육",0.742812991142273
1101001.202406101,20240610,한겨레,지방공공 체육 문화시설 늘봄학교 수업 장소로 활용,늘봄학교 지방공공기관 늘봄 행안부 늘봄지원관 공공기관 담당관 교육기관 우수사례 유휴공간 강의실 사회정서 화성시인재육성재단 창의과학 위원회 경영평가 시범사업 공공시설 2학기 행정안전부 공기업 화성시 지원관 문화예술 문화시설,http://www.hani.co.kr/arti/area/area_general/1144191.html,선택적교육활동,방과후학교운영,늘봄학교운영,늘봄학교(교실)운영,"늘봄학교 운영, 돌봄교실 확장, 온종일 교육체계, 학교 중심 돌봄",0.7393394112586975
