뉴스 식별자,일자,언론사,제목,특성추출(가중치순 상위 50개),URL,대분류,중분류,소분류,세부항목 예시,뉴스 일반 표현,유사도
1101001.202310301,20231030,한겨레,초등 1 2학년 체육활동 시간 두 배 3학년부터 체력장 실시,체력장 체육활동 교육부 영유아 학생건강증진 학생건강체력평가 신체활동 학생들 온라인 사회관계장관회의 건보공단 3학년,http://www.hani.co.kr/arti/society/schooling/1114156.html,기본적교육활동,교과활동,체육교과활동,체육교육활성화,"체육 수업, 체력 증진 활동, 체육대회, 학생 스포츠 활동",0.8227202296257019
1100101.202310092,20231009,경향신문,특수학생 지원인력 34 가 강제 투입된 사회복무요원,특수교육지원인력 사회복무요원 특수학교 사회복무요원들 특수교사 장애학생 장은미 지원인력 만큼 학생들 신변처리 대상자 보충역 노동조합 강민정 대체복무 전문성 특수교사들 특수학급 일반학교,https://www.khan.co.kr/national/education/article/202310092134015,기본적교육활동,교과활동,특수교육교과활동,사회복무요원(특수)인건비,"특수교과 운영, 장애학생 교과 수업, 통합교육 교과 지원",0.8177838325500488
1100101.202310091,20231009,경향신문,단독 특수교육지원인력 3명 중 1명은 사회복무요원 장애 이해 없는 강제복무 에 곳곳 갈등,사회복무요원 특수학교 특수교육지원인력 사회복무요원들 특수교사 장애학생 장은미 교육부 전문성 학생들 만큼 신변처리 특수학급 1만 특수교육대상자 대상자 복무관리 3명 보충역 강민정 노동조합,https://www.khan.co.kr/national/education/article/202310091601001,기본적교육활동,교과활동,특수교육교과활동,사회복무요원(특수)인건비,"특수교과 운영, 장애학생 교과 수업, 통합교육 교과 지원",0.7974186539649963
1100501.20231031,20231031,문화일보,학원 뺑뺑이 대신 학교서 돌봄 예체능 교육 부모도 학생도 만족,늘봄학교 교육부 치어리딩 늘봄 시범학교 시간date,http://www.munhwa.com/news/view.html?no=2023103101030921043001,선택적교육활동,방과후학교운영,늘봄학교운영,늘봄학교(교실)운영,"늘봄학교 운영, 돌봄교실 확장, 온종일 교육체계, 학교 중심 돌봄",0.7924456000328064
1100801.202310301,20231030,조선일보,초 1 2 에 체육 별도 교과 만든다 중등 스포츠클럽 시간도 30 확대,교육부 학생들 시간date 신체활동 학부모 중학교 부산 체육활동,https://www.chosun.com/national/education/2023/10/30/6R43YK3P55FOHNFXFQCZDZS5YU/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,기본적교육활동,교과활동,체육교과활동,특성화중학교(체육)운영,"체육 수업, 체력 증진 활동, 체육대회, 학생 스포츠 활동",0.791978120803833
1100611.20231023,20231023,서울신문,서울과기대 학생상담센터 찾아가는 상담 프로그램 성료,서울과기대 학생상담센터 학생들 향학로 서울 재학생 성료 서울과학기술대학교 학년도 관리법 4회 국립대학 참여자 공릉동 2023학년도 적응력 대학원 접근성 해석상담 심리상담 집단상담 대학원생 만족도 참여자들 국립대학육성사업 개인상담 상담실 심리검사 상담 프로그램 학생 심리 운영,http://www.seoul.co.kr/news/newsView.php?id=20231023500020,교육활동지원,생활지도운영,학생생활상담지도,위클래스운영,"위클래스 상담실, 학생 정서 지원, 학교 상담센터",0.7823789715766907
1101101.20231019,20231019,한국일보,병원은 감염 위험지대 질병청 의료관련감염 예방관리 주간 선포,의료관련감염 감염관리 의료기관 감염병 질병청 항생제내성균 회원국 코로나19 면역력 경각심 미국 세계보건기구 공감대 홈페이지 지정입원,https://www.hankookilbo.com/News/Read/A2023101816360003841,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7810763120651245
1100301.202310131,20231013,내일신문,초등학생 코딩 교육에 대하여,인공지능 대한민국 코딩교육 후곡 일산 작성법 it강국 보편화 경쟁력 로봇코딩 우리나라 문 과학자 아트로봇코딩학원 시간date 기관들 일당백이상 일당백 전문가들 전문가 문 인공지능발전 파급력 미래세대 뇌과학자들 서재수 학생들 회사업무 창의력 핸드폰 오퍼레이팅 챗gpt 교육,http://www.naeil.com/news_view/?id_art=476274,기본적교육활동,교과활동,정보교과활동,코딩교육활동,"정보 수업, 코딩 교육, 소프트웨어 교육, 디지털 리터러시",0.7799941897392273
1100801.20231013,20231013,조선일보,기고 교권 보호와 아동 권리 함께 갈 수 있다,아동학대 아동복지법 교사들 학부모 생활지도 교육법 직군 선생님 특수성 아동학 4법 복지법 불이익 무력화 공동체 생존권 유아교육법 oecd 과반수 담지,https://www.chosun.com/opinion/contribution/2023/10/13/ASQGIKWWRNEETDUYRULNKUV7QA/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,인적자원운용,교직원복지및역량강화,교직원복지,교육활동보호지원,"교권 보호 정책, 교사 폭력 방지, 교사 보호법, 교육활동 안전 확보",0.7780408263206482
1100101.202310301,20231030,경향신문,학교 신체활동 시간 늘린다 초 1 2 체육 교과 분리 추진,교육부 신체활동 고등학교 학생건강증진 교육과정 중학교 학년도 2025학년도 학생들 시간date 건강체력평가 3학년 체육온 사회관계 필수이수학점 저체력 고교학점 사회관계장관회의 체육온동아리 청소년건강행태조사 고교학점제 이수 서울청사 시수 위원회,https://www.khan.co.kr/national/education/article/202310301516011,기본적교육활동,교과활동,체육교과활동,특성화중학교(체육)운영,"체육 수업, 체력 증진 활동, 체육대회, 학생 스포츠 활동",0.7752618789672852
