뉴스 식별자,일자,언론사,제목,특성추출(가중치순 상위 50개),URL,대분류,중분류,소분류,세부항목 예시,뉴스 일반 표현,유사도
1100301.202412201,20241220,내일신문,수학적 원리로 문제 해결 능력 키우는 것이 수학 학습의 본질,해석데이 수리논술 학생들 원리노트 자습실 고등관 예비고1 페르마 평촌 학부모 수행평가 입시관 해석데 담임선생 전문성 사고력 오답노트 담임선생님 개념노트,https://www.naeil.com/news/read/533047?ref=bigkinds,기본적교육활동,교과활동,수학교과활동,수학교과운영,"수학 수업, 수학 보충수업, 수학 창의력 프로그램, 수학 체험활동",0.795779287815094
1100201.202412231,20241223,국민일보,몰입 창의성 극대화로 교육 본질에 다가갑니다,이사장 학생들 혁신영재사관학교 경기도 영재사관학교 네트워크 창의성 실천력 아이들 오두환 전문가 오케팅홀딩스 사업체 한국노벨과학포럼 보육원 한국 최병호 도서관 출판사,https://www.kmib.co.kr/article/view.asp?arcid=0022468366&code=61221111&cp=kd,선택적교육활동,기타선택적교육활동,창의교육운영,영재교육운영,"영재교육, 영재학생 발굴, 수월성 교육, 창의인재 육성",0.7754427790641785
1100751.202412161,20241216,아시아투데이,경북교육청 통합예약시스템 활용 심폐소생술 교육 실시,심폐소생술 경북교육청 소생술 교육청 통합예약시스템 길라잡이 응급처치 대학교 경북 임종식 문봉현 아시아투데이 구성원 개청 유대감 기본인명소생술 심정지 경북도교육청,https://www.asiatoday.co.kr/view.php?key=20241216010008905,교육활동지원,생활지도운영,학생안전교육,응급처치교육,"응급처치 교육, 심폐소생술 교육, 응급 상황 대처",0.7744511365890503
1100201.20241227,20241227,국민일보,창의성 실천력 갖춘 인재 양성 체험 글로벌 학습 환경 제공,이사장 학생들 경기도 영재사관학교 혁신영재사관학교 네트워크 실천력 한국노벨과학포럼 아이들 대행사 최병호 전문가 창의성 오케팅홀딩스 사업체 보육원 한국 도서관,https://www.kmib.co.kr/article/view.asp?arcid=1735106144&code=23111511,선택적교육활동,기타선택적교육활동,창의교육운영,영재교육운영,"영재교육, 영재학생 발굴, 수월성 교육, 창의인재 육성",0.751142680644989
1100701.20241205,20241205,세계일보,사교육 돌봄 부담 부산형 늘봄학교 통했다,부산 늘봄학교 늘봄 학부모 아침체 늘봄전용학교 시교육청 학생들 2학년 부산시교육청 하윤수 공교육 아파트단지 경쟁력 교육정책 희망자 기장군 남구,http://www.segye.com/content/html/2024/12/04/20241204516869.html,선택적교육활동,방과후학교운영,늘봄학교운영,늘봄학교(교실)운영,"늘봄학교 운영, 돌봄교실 확장, 온종일 교육체계, 학교 중심 돌봄",0.7456609606742859
1101001.202412131,20241213,한겨레,서울시교육청 주말 집회 참여 학생 위해 안전대책반 가동,서울시교육청 상황실 학생안전대책반 학생들 현장대응반 정근식 대응체계 안전사고 처치반 응급처치반 내란죄 민주주의 유관기관 교육감 서울시 비상소집 윤석열 250여명 광화문 피의자 실시간 종합지원 여의도 학생안전대책 교육청,http://www.hani.co.kr/arti/society/schooling/1172886.html,교육활동지원,생활지도운영,학생안전교육,안전교육,"학생 안전교육, 생활안전 교육, 학교 안전 지침",0.7440423369407654
1100501.202412131,20241213,문화일보,주말 탄핵집회 학생 안전 유의 서울시교육청 학생안전대책반 가동,상황실 서울시교육청 학생들 학생안전대책반 정근식 본회의 응급처치반 현장대응반 처치반 윤석열 서울시 3개 실시간 탄핵안 여의도 교육감 대책반 안전사고 광화문 집회 학생 안전 주말 탄핵,http://www.munhwa.com/news/view.html?no=2024121301039921043001,교육활동지원,생활지도운영,학생안전교육,안전교육,"학생 안전교육, 생활안전 교육, 학교 안전 지침",0.7417883276939392
1100501.202412061,20241206,문화일보,정부 코로나19 등 호흡기 질환 유행 대비 발열클리닉 재가동,겨울철 코로나19 호흡기 발열클리닉 조규홍 네트워크 거점지역센터 재가동 응급실 집단행동 10곳 14곳 심뇌혈관 광주 전남 대구 강원 우수의료기관 최소화 세종 진료공백,http://www.munhwa.com/news/view.html?no=2024120601039921293001,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7395219802856445
1100301.202412131,20241213,내일신문,초3 초4부터 시작 공부역량 키우는 비문학 독서훈련,올댓스터디학원 비문학 비문학독서클럽 독해력 영역별 배경지식 한자어 학생들 스토리북 학생맞춤형 6권 독서교육 온라인학습 최명호 이해력,https://www.naeil.com/news/read/532235?ref=bigkinds,선택적교육활동,독서활동,독서활동운영,독서교육역량강화,"독서 교육, 문해력 강화, 책읽기 활동, 학생 독서 습관",0.7364305257797241
1100501.202412171,20241217,문화일보,서울시교육청 서울시 청소년 마음건강 챙긴다 통합 지원체계 구축,서울시 서울시교육청 정근식 학생들 서울시청 업무협약 회의실 원스톱 지역사회 청소년들 교육감 청소년 상담 구축 통합 체계 협약 학교 연계 마음 건강 지원 어려움 본관 사회 학생 상시 전문 환경,http://www.munhwa.com/news/view.html?no=2024121701039921043001,교육활동지원,생활지도운영,학생생활상담지도,위클래스운영,"위클래스 상담실, 학생 정서 지원, 학교 상담센터",0.736328661441803
