뉴스 식별자,일자,언론사,제목,특성추출(가중치순 상위 50개),URL,대분류,중분류,소분류,세부항목 예시,뉴스 일반 표현,유사도
1100751.20221018,20221018,아시아투데이,서울장학재단 등록금 부담 경감 위해 서울희망 대학 장학금 실시,장학금 등록금 서울 장학생 대학교 서울장학재단 수급자 학생들 서울희망 한국장학재단 이석준 김소영 아시아투데이 100만 학년도 이사장 150만 서울시민 학자금,https://www.asiatoday.co.kr/view.php?key=20221017010008055,학생복지/교육격차해소,학생복지,학생장학금운영,학생장학금지원,"장학금 지급, 학생 장학 제도, 교육비 지원, 장학생 선발 공고",0.8230423331260681
1100201.202210071,20221007,국민일보,운동회 수학여행도 밀집 땐 마스크 중대본 학교 방역지도 강화,중대본 코로나19 유증상자 조규홍 수학여행 박향 다음달 자가진단 고사실 유증 만큼,https://news.kmib.co.kr/article/view.asp?arcid=0017548386&code=61121111&cp=kd,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7798749804496765
1100301.20221014,20221014,내일신문,수학적 발상과 사고를 배우는 수업,격수당 고1 고등부 고학년 아이들 중등부 예비과정 중흥빌딩 민성 필수역량,http://www.naeil.com/news_view/?id_art=438376,기본적교육활동,교과활동,수학교과활동,수학교과운영,"수학 수업, 수학 보충수업, 수학 창의력 프로그램, 수학 체험활동",0.777203381061554
1101101.202210281,20221028,한국일보,코로나 치명률 오르자 슬기로운 환기 지침 마련,중대본 코로나19 겨울철 코로나 박향 경북 분율 치명률 운영자 중증화 복지부 조규홍 체육시설 최소화,https://hankookilbo.com/News/Read/A2022102815450004484,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7675480842590332
1100901.202210211,20221021,중앙일보,교육차관 초등 전일제학교 내년 하반기부터 시범실시,교육부 시범사업 시범실시 장상윤 전일제 의견수렴 교부금 교원단체들 지방자치단체 교육청 국민의힘 백지화 위원회 서병수 상반기 업무보고 운영시간 다양화 시간date 내년 학교 시범,https://www.joongang.co.kr/article/25111149,교육활동지원,연구학교운영,연구학교운영,교육부지정,"교육부 지정 연구학교, 시범학교 운영, 정책 실험학교",0.76667720079422
1100301.202210121,20221012,내일신문,다문화 기초학습지원 가족센터 확대,다문화 여가부 한국어 가족센터 심리상담 결혼이민자 김숙자 이민자 가족센터수 가족부 진로지도 행정안전부 113곳 78곳 정서안정 여성가족부 27만 학령기 김현숙 센터수 가족정책관 학교생활 5세 정책관,http://www.naeil.com/news_view/?id_art=438104,선택적교육활동,기타선택적교육활동,다문화교육운영,다문화교육중점학교,"다문화중점학교, 다문화교육 시범학교, 다문화 특화 교육기관",0.7659344673156738
1100801.202210181,20221018,조선일보,초 중 고 겨울방학 때 무료로 코딩 배운다 소프트웨어 교육 캠프 첫 실시,교육부 학생들 겨울방학 sw 동국대 시수 교육과정 다문화 ai 인공지능 트레이서 주행선,https://www.chosun.com/national/education/2022/10/18/JLPRXT3GWJH4LH3OITQNTCZMX4/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,기본적교육활동,교과활동,정보교과활동,코딩교육활동,"정보 수업, 코딩 교육, 소프트웨어 교육, 디지털 리터러시",0.7590752243995667
1100801.20221007,20221007,조선일보,중간고사 11월 수능 코로나 증상자는 고사실 따로,코로나 조규홍 중대본 겨울철 시설기준 재유행 유치원 중등학교 코로나19 최소화 고사실 보건복지부 취약시설 교부세 제1차장 중간고사 특별교부세,https://www.chosun.com/national/welfare-medical/2022/10/07/JHO2L44URFAQDIDDSWG7SWVOLU/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7581172585487366
1100901.202210181,20221018,중앙일보,서울과기대 학생상담센터 재학생 위한 찾아가는 상담 진행,서울과기대 학생들 재학생 마음건강 학생상담센터 서울 향학로 비대면 공릉동 참여자들 참여자 탈코 서울과학기술대학교 적응력 선제적 이동훈 2022학년도 대학혁신지원사업 5회 개인상담 집단상담 학년도 접근성 만족도,https://www.joongang.co.kr/article/25110051,교육활동지원,생활지도운영,학생생활상담지도,위클래스운영,"위클래스 상담실, 학생 정서 지원, 학교 상담센터",0.7535090446472168
1100301.202210261,20221026,내일신문,고교 선택 교육과정 교과 특성화고 일반고 넷 중 한곳으로 확대,특성화 일반고 교육과정 고교학점제 이수 교육부 sw,http://www.naeil.com/news_view/?id_art=439660,기본적교육활동,교과활동,국어교과활동,학교자율시간운영,"특성화 고교 교과, 전문계열 교육, 직업 연계 교과",0.7517856955528259
1100101.202210121,20221012,경향신문,열린마음 열린상담 위 Wee 닥터가 도와드립니다,위닥터 위클래스 전문의 상담사 교육부 wee 학생들 상담교사 여학생 전문가 교육청 아이들 청소년들 자문의,https://www.khan.co.kr/national/health-welfare/article/202210121101001,교육활동지원,생활지도운영,학생생활상담지도,위클래스운영,"위클래스 상담실, 학생 정서 지원, 학교 상담센터",0.751004695892334
1100751.202210251,20221025,아시아투데이,문경교육지원청 유치원 학부모 및 학급 자원봉사자 안전 역량 강화 교육 실시,학부모 일상생활 응급상황 문경 응급처치 소생술 상주적십자병원 대회의실 심폐소생술 박종원 유치원 장성훈 경북 지원청 현대 사립유치원 자동심장 중요성 충격기 유아용 봉사자 체험중심 현대사회 학부모들 자신감,https://www.asiatoday.co.kr/view.php?key=20221025010012760,교육활동지원,생활지도운영,학생안전교육,응급처치교육,"응급처치 교육, 심폐소생술 교육, 응급 상황 대처",0.7412546277046204
