뉴스 식별자,일자,언론사,제목,특성추출(가중치순 상위 50개),URL,대분류,중분류,소분류,세부항목 예시,뉴스 일반 표현,유사도
1100701.202212261,20221226,세계일보,학교 밖 청소년 도 장학금 지원,기록부 장학금 교육부 꿈드림센터 정보망 여성가족부 한국장학재단 서울청사 꿈드림 14만 생활기록부 생활비 중학생 사각지대 나이스 55만 가족부 고등학생 대입자료 대학생 중학교,http://www.segye.com/content/html/2022/12/26/20221226512277.html,학생복지/교육격차해소,학생복지,학생장학금운영,학생장학금지원,"장학금 지급, 학생 장학 제도, 교육비 지원, 장학생 선발 공고",0.7953449487686157
1100901.202212231,20221223,중앙일보,교육부 별도 안내 있을 때까지 학교서 실내 마스크 착용,교육부 코로나19 중대본 교육청 각급 본격화 방역당국 위중증 국무총리 한덕수 학교 실내 유행 이날 의무,https://www.joongang.co.kr/article/25128301,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.7929513454437256
1100611.202212121,20221212,서울신문,초등 전일제 늘봄학교 로 이름 바꿔 고학년까지 확대,방과후 교육부 늘봄학교 전일제 학부모단체 교원단체 학부모 지방자치단체 교육청 교사노동조합연맹 한국교원단체총연합회 국정과제 돌봄 학부모단체들 전국교직원노동조합 학년도 관계자 관계부처 윤석열 고학년 늘봄 학교 강화 단체 확대 마련 방과 방안 프로그램,http://www.seoul.co.kr/news/newsView.php?id=20221212500144,선택적교육활동,방과후학교운영,늘봄학교운영,늘봄학교(교실)운영,"늘봄학교 운영, 돌봄교실 확장, 온종일 교육체계, 학교 중심 돌봄",0.788842499256134
1100301.202212071,20221207,내일신문,학생맞춤 통합지원 맞춤형 통합지원으로 위기학생 보살핀다,교육복지 교육부 학생맞춤통합지원 통합지원 교육복지우선지원사업 다문화 아동청소년 지원사업,http://www.naeil.com/news_view/?id_art=444140,학생복지/교육격차해소,교육격차해소,학비지원,사회적배려대상자지원,"저소득층 학생 지원, 교육복지 대상자, 취약계층 장학금, 교육소외 해소",0.7812719941139221
1100501.202212211,20221221,문화일보,진로와 적성에 맞는 수업 이웃 학교서 들어요,공동교육과정 성과발표회 온라인 교육부 공모전 홈페이지 고교학점제 발표회 장홍재 장영훈 서울 교육과정 사례집 실시간 충북 청주 9개 7개 2개,http://www.munhwa.com/news/view.html?no=2022122101039921022001,기본적교육활동,교과활동,교과활동지원,공동교육과정운영,"고교 공동교육과정, 학교 간 교육과정 공유, 맞춤형 수업 운영, 교육과정 다양화",0.7747683525085449
1100301.20221202,20221202,내일신문,초중고 단계별 맞춤 코딩 교육 철저한 프로젝트 수업,코듀정보코딩 중학교 교내외 자소서 컴퓨터공학 반도체 경희대 카이스트 고교학점제 아두이노 고등학교 발명품 인공지능 시범학교 특별전형 만큼,http://www.naeil.com/news_view/?id_art=443693,기본적교육활동,교과활동,정보교과활동,코딩교육활동,"정보 수업, 코딩 교육, 소프트웨어 교육, 디지털 리터러시",0.7712970972061157
1100901.202212071,20221207,중앙일보,세종사이버대 한국어교육원 사회통합프로그램 수료식 성료 다문화 시대 이주민 교육,한국어 세종사이버대학교 사회통합프로그램 한국어교육원 이민자 자격증 법무부 이주민 수료식 다문화 교육원 박수연 한국어교육 한국 교육부 학습자 수료증 1단계 한국어교원 관계자 성료 교강사 코로나19,https://www.joongang.co.kr/article/25123900,선택적교육활동,기타선택적교육활동,다문화교육운영,다문화교육중점학교,"다문화중점학교, 다문화교육 시범학교, 다문화 특화 교육기관",0.7695481181144714
1101101.202212191,20221219,한국일보,코로나 위중증 증가 변수 방역당국 마스크 의무 조정 영향 가능성,위중증 코로나19 위원장 방역당국 확진자 증가세 치료제 감염병 정기석 예의주시 그간,https://hankookilbo.com/News/Read/A2022121913500003514,학생복지/교육격차해소,보건관리,학생및교직원보건안전관리,감염병예방관리,"코로나19 대응, 학교 방역, 전염병 예방교육, 감염병 관리 지침",0.764698326587677
1100301.202212211,20221221,내일신문,어린이집 유치원 통합 위해선 충분한 돌봄 보장,유치원 어린이집 유보통합 돌봄 조규홍 전문성 양성체계 관리체계 운영체계 누리과정 방과후과정 방과후 수상자들 공휴일 수요자 형평성 선택권 간담회 수상자 표준화 연장보육 이용자 기본보육 필요성 교직원 선생님 복지부 재정지원구조 표준수업일수 국민훈장,http://www.naeil.com/news_view/?id_art=445758,선택적교육활동,방과후학교운영,유치원방과후과정운영,유치원돌봄운영,"유치원 돌봄 서비스, 유아 돌봄 운영, 유아기 방과후 돌봄",0.7598497867584229
1100701.202212121,20221212,세계일보,초등전일제 늘봄학교 명칭 개편 내년부터 시범운영,방과후 교육부 전일제 학부모 늘봄학교 돌봄 전국학부모회 간담회 그동안 학생들 늘봄 엄마들 전국학부모단체연합 만큼 사교육 소비자교육중앙회,http://www.segye.com/content/html/2022/12/12/20221212507994.html,선택적교육활동,방과후학교운영,늘봄학교운영,늘봄학교(교실)운영,"늘봄학교 운영, 돌봄교실 확장, 온종일 교육체계, 학교 중심 돌봄",0.7582553625106812
1100751.202212281,20221228,아시아투데이,이제는 평생학습 시대 국가 지자체 대학 기업 협력체계 구축,평생학습 지자체 교육부 부총리 사회부총리 한국직업능력연구원 재교육 이주호 협력체계 우리나라 지차제 도약기 가속화 중앙정부 박지숙 아시아투데이 그간 향상교육 지역주민 재직자,https://www.asiatoday.co.kr/view.php?key=20221228010014310,학교일반운영,학교운영협력,관계기관협력,평생교육지원,"평생교육 지원, 성인학습 기회, 평생학습 활성화",0.7526108026504517
