과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,2616091890
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,23710000
,,비법정이전수입,비법정이전수입,0
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,0
,,교육경비보조금,교육경비보조금,23710000
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,23710000
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,2574251930
,,교육비특별회계전입금수입,교육비특별회계전입금수입,2574251930
,,,교육비특별회계전입금,2574251930
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,18129960
,,학교회계간이전수입,학교회계간이전수입,0
,,,학교발전기금전입금,0
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,18129960
,,,기타공공지원금,18129960
자체수입,자체수입,자체수입,자체수입,406242540
,학부모부담수입,학부모부담수입,학부모부담수입,381303680
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,381303680
,,,급식비,52103840
,,,방과후학교활동비,290725710
,,,현장체험학습비,11127840
,,,청소년단체활동비,0
,,,졸업앨범비,9771840
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,10165950
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,7408500
,행정활동수입,행정활동수입,행정활동수입,24938860
,,사용료및수수료,사용료및수수료,11870950
,,,사용료및수수료,11870950
,,자산수입,자산수입,2211000
,,,자산매각대,2211000
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,10856910
,,,지난년도수입,0
,,,이자수입,6065990
,,,기타행정활동수입,4790920
기타수입,기타수입,기타수입,기타수입,33146810
,전년도이월금,전년도이월금,전년도이월금,33146810
,,순세계잉여금,순세계잉여금,32516150
,,,순세계잉여금,32516150
,,정산대상재원사용잔액,정산대상재원사용잔액,0
,,,정산대상재원사용잔액,0
,,이월금,이월금,630660
,,,이월사업비,630660
세입합계,세입합계,세입합계,세입합계,3055481240
